update,cycle,active_n,transitions_per_arm,tokens_per_arm,shared_success,specialist_success,shared_loss,specialist_loss,shared_gradient_norm,specialist_gradient_norm,sample_replay_logp_max_error,prefix_replay_max_error,masked_probability_mass_max,elapsed_seconds
35,7,5,17920,71680,0.0,0.0,-0.017047684639692307,-0.01703435182571411,0.001161685329861939,0.001412999932654202,0.0,0.0,0.0,101.97159870000178
36,8,4,18432,73728,0.0,0.0,-0.015451881103217602,-0.015430105850100517,0.0007554499316029251,0.0020499315578490496,0.0,0.0,0.0,104.55186200000026
37,8,6,18944,76800,0.0,0.0,-0.018756413832306862,-0.018742892891168594,0.0014497978845611215,0.001829278888180852,0.0,0.0,0.0,108.55190830000356
38,8,3,19456,78336,0.0,0.0,-0.01298946887254715,-0.01296286005526781,0.0030829545576125383,0.0034818246494978666,0.0,0.0,0.0,110.72055550000368
39,8,2,19968,79360,0.0,0.0,-0.010469774715602398,-0.010436197742819786,0.0034076464362442493,0.0037898675072938204,0.0,0.0,0.0,112.31886690000101
40,8,5,20480,81920,0.0,0.0,-0.01704428344964981,-0.017024604603648186,0.003215844975784421,0.0028248706366866827,0.0,0.0,0.0,115.430506100005
41,9,5,20992,84480,0.0,0.0,-0.017045162618160248,-0.017019158229231834,0.002564519876614213,0.004684814251959324,0.0,0.0,0.0,119.0322410000008
42,9,3,21504,86016,0.0,0.0,-0.012990281917154789,-0.01295517385005951,0.0024420320987701416,0.0048521049320697784,0.0,0.0,0.0,120.94104450000304
43,9,2,22016,87040,0.0,0.0,-0.010471226647496223,-0.010427595116198063,0.0027203087229281664,0.004205771721899509,0.0,0.0,0.0,122.44712360000267
44,9,6,22528,90112,0.0,0.0,-0.018754424527287483,-0.018718861043453217,0.0021170522086322308,0.0054772295989096165,0.0,0.0,0.0,126.20524890000524
45,9,4,23040,92160,0.0,0.0,-0.015449819155037403,-0.015405603684484959,0.0021812610793858767,0.005147578194737434,0.0,0.0,0.0,129.32870230000117
46,10,2,23552,93184,0.0,0.0,-0.010472393594682217,-0.010409854352474213,0.0019573308527469635,0.006204817444086075,0.0,0.0,0.0,131.03271130000212
47,10,5,24064,95744,0.0,0.0,-0.017047278583049774,-0.016997065395116806,0.0016281958669424057,0.007194649428129196,0.0,0.0,0.0,133.97843300000386
48,10,6,24576,98816,0.0,0.0,-0.018756205216050148,-0.018702249974012375,0.001683302572928369,0.007717536762356758,0.0,0.0,0.0,137.60691840000072
49,10,4,25088,100864,0.0,0.0,-0.015451944433152676,-0.015399303287267685,0.003480712417513132,0.006772106047719717,0.0,0.0,0.0,140.88035700000182
50,10,3,25600,102400,0.0,0.0,-0.01299266517162323,-0.012944928370416164,0.002653819043189287,0.006037965416908264,0.0,0.0,0.0,143.57669810000516
51,11,6,26112,105472,0.0,0.0,-0.018755275756120682,-0.01870366372168064,0.0014999865088611841,0.008488450199365616,0.0,0.0,0.0,148.44803000000684
52,11,4,26624,107520,0.0,0.0,-0.015450502745807171,-0.015386554412543774,0.0016931064892560244,0.007792518008500338,0.0,0.0,0.0,152.5992641000048
53,11,2,27136,108544,0.0,0.0,-0.010474306531250477,-0.01040443405508995,0.003903064876794815,0.0070841992273926735,0.0,0.0,0.0,153.9864688000016
54,11,5,27648,111104,0.0,0.0,-0.01704719290137291,-0.016980106011033058,0.0016019230242818594,0.008955227211117744,0.0,0.0,0.0,158.10747160000028
55,11,3,28160,112640,0.0,0.0,-0.012992600910365582,-0.012926328927278519,0.001823927741497755,0.007985931821167469,0.0,0.0,0.0,160.67066710000654
56,12,3,28672,114176,0.0,0.0,-0.012992514297366142,-0.012915700674057007,0.005142279900610447,0.008683106862008572,0.0,0.0,0.0,162.89309700000013
57,12,4,29184,116224,0.0,0.0,-0.015450341627001762,-0.015388567000627518,0.0019327959744259715,0.008293265476822853,0.0,0.0,0.0,166.47163790000195
58,12,2,29696,117248,0.0,0.0,-0.010473709553480148,-0.010409864597022533,0.004456410184502602,0.006816075649112463,0.0,0.0,0.0,168.69736450000346
59,12,5,30208,119808,0.0,0.0,-0.017045898362994194,-0.016986332833766937,0.004330664407461882,0.00907705444842577,0.0,0.0,0.0,172.14831250000134
60,12,6,30720,122880,0.0,0.0,-0.01875494234263897,-0.01868506893515587,0.004290004726499319,0.010230901651084423,0.0,0.0,0.0,175.89590620000672
61,13,6,31232,125952,0.0,0.0,-0.018754206597805023,-0.018680090084671974,0.0025521887000650167,0.010585714131593704,0.0,0.0,0.0,180.15327020000404
62,13,4,31744,128000,0.0,0.0,-0.015450085513293743,-0.015391706489026546,0.004479550756514072,0.008307754062116146,0.0,0.0,0.0,182.81416910000553
63,13,3,32256,129536,0.0,0.0,-0.012989926151931286,-0.012930797412991524,0.00417091092094779,0.007855670526623726,0.0,0.0,0.0,184.75088840000535
64,13,2,32768,130560,0.0,0.0,-0.010473106987774372,-0.01040255930274725,0.004973155912011862,0.007442259695380926,0.0,0.0,0.0,186.66650570000638
65,13,5,33280,133120,0.0,0.0,-0.017042987048625946,-0.016983140259981155,0.0031769126653671265,0.009444307535886765,0.0,0.0,0.0,191.02558020000288
66,14,5,33792,135680,0.0,0.0,-0.017042070627212524,-0.016984112560749054,0.00298613915219903,0.009382248856127262,0.0,0.0,0.0,194.00825590000022
67,14,3,34304,137216,0.0,0.0,-0.012987875379621983,-0.012932327575981617,0.006142100784927607,0.007735994644463062,0.0,0.0,0.0,195.8621878000049
68,14,4,34816,139264,0.0,0.0,-0.01544744148850441,-0.015374203212559223,0.0021697906777262688,0.009446644224226475,0.0,0.0,0.0,198.74193320000632
69,14,2,35328,140288,0.0,0.0,-0.010469784960150719,-0.010410486720502377,0.006102835293859243,0.0067001027055084705,0.0,0.0,0.0,200.38392900000326
70,14,6,35840,143360,0.0,0.0,-0.018747836351394653,-0.01868545636534691,0.00429508276283741,0.010374434292316437,0.0,0.0,0.0,203.73182140000426
71,15,4,36352,145408,0.0,0.0,-0.015444382093846798,-0.01538647711277008,0.010282439179718494,0.00876687467098236,0.0,0.0,0.0,207.08209800000623
72,15,6,36864,148480,0.0,0.0,-0.018745414912700653,-0.018685244023799896,0.0017892279429361224,0.010270103812217712,0.0,0.0,0.0,211.12809760000528
73,15,3,37376,150016,0.0,0.0,-0.012982446700334549,-0.012942119501531124,0.004509745631366968,0.007221837993711233,0.0,0.0,0.0,213.14995150000323
74,15,5,37888,152576,0.0,0.0,-0.01703380048274994,-0.016992542892694473,0.00652496749535203,0.008603006601333618,0.0,0.0,0.0,216.91117290000693
75,15,2,38400,153600,0.0,0.0,-0.010465335100889206,-0.010419785976409912,0.01626478135585785,0.0066184489987790585,0.0,0.0,0.0,219.15279650000593
76,16,3,38912,155136,0.0,0.0,-0.012979071587324142,-0.012951943092048168,0.006520627066493034,0.006220683455467224,0.0,0.0,0.0,221.4097339
77,16,6,39424,158208,0.0,0.0,-0.018735406920313835,-0.018712950870394707,0.009589152410626411,0.00816032662987709,0.0,0.0,0.0,224.56927350000478
78,16,5,39936,160768,0.0,0.0,-0.017025813460350037,-0.01699758879840374,0.007079332135617733,0.007926123216748238,0.0,0.0,0.0,228.07832580000104
79,16,4,40448,162816,0.0,0.0,-0.01542997919023037,-0.015392717905342579,0.0026217238046228886,0.007941405288875103,0.0,0.0,0.0,230.8706927000021
80,16,2,40960,163840,0.0,0.0,-0.010455811396241188,-0.01042897254228592,0.01489446684718132,0.005518315825611353,0.0,0.0,0.0,232.3511637000047
81,17,6,41472,166912,0.0,0.0,-0.018720129504799843,-0.018721358850598335,0.00721713388338685,0.007263778708875179,0.0,0.0,0.0,237.27231700000266
82,17,4,41984,168960,0.0,0.0,-0.01541887316852808,-0.015408993698656559,0.007800557650625706,0.0066866460256278515,0.0,0.0,0.0,240.47947410000052
83,17,3,42496,170496,0.0,0.0,-0.0129556218162179,-0.012967653572559357,0.006359238177537918,0.00541763287037611,0.0,0.0,0.0,242.76845570000296
84,17,5,43008,173056,0.0,0.0,-0.01699790544807911,-0.017009373754262924,0.00442270515486598,0.006827345117926598,0.0,0.0,0.0,246.59427580000192
85,17,2,43520,174080,0.0,0.0,-0.010436383076012135,-0.010450313799083233,0.01238663773983717,0.0037047015503048897,0.0,0.0,0.0,248.83265110000502
86,18,6,44032,177152,0.0,0.0,-0.018690072000026703,-0.01872360333800316,0.006528469268232584,0.006303281988948584,0.0,0.0,0.0,253.2378003000049
87,18,5,44544,179712,0.0,0.0,-0.01697646640241146,-0.017021367326378822,0.004089392255991697,0.005540808197110891,0.0,0.0,0.0,256.17403190000186
88,18,4,45056,181760,0.0,0.0,-0.015381828881800175,-0.015425245277583599,0.003474558936432004,0.004924428183585405,0.0,0.0,0.0,259.1563440000027
89,18,3,45568,183296,0.0,0.0,-0.012916592881083488,-0.012971180491149426,0.016750937327742577,0.0039093755185604095,0.0,0.0,0.0,261.6789491000018
90,18,2,46080,184320,0.0,0.0,-0.010411874391138554,-0.010452215559780598,0.029637403786182404,0.0033920910209417343,0.0,0.0,0.0,263.32317790000525
91,19,6,46592,187392,0.0,0.0,-0.018643710762262344,-0.018731364980340004,0.0021417036186903715,0.005125523544847965,0.0,0.0,0.0,267.23599939999986
92,19,3,47104,188928,0.0,0.0,-0.012884313240647316,-0.012980355881154537,0.012461738660931587,0.002225623233243823,0.0,0.0,0.0,269.4902271000028
93,19,4,47616,190976,0.0,0.0,-0.015327615663409233,-0.01543199922889471,0.011466455645859241,0.0037766301538795233,0.0,0.0,0.0,271.5707485000021
94,19,5,48128,193536,0.0,0.0,-0.016890766099095345,-0.01703287661075592,0.006497857626527548,0.003543678903952241,0.0,0.0,0.0,274.1335093000016
95,19,2,48640,194560,0.0,0.0,-0.010351299308240414,-0.010453621856868267,0.020877575501799583,0.0031918506138026714,0.0,0.0,0.0,275.6971007000029
96,20,5,49152,197120,0.0,0.0,-0.016846366226673126,-0.017039304599165916,0.007071665022522211,0.002364574233070016,0.0,0.0,0.0,279.5695814000064
97,20,4,49664,199168,0.0,0.0,-0.015256752260029316,-0.015437701717019081,0.0061918082647025585,0.002807403216138482,0.0,0.0,0.0,282.02392300000065
98,20,6,50176,202240,0.0,0.0,-0.0185086652636528,-0.01874501444399357,0.004387293942272663,0.002881857566535473,0.0,0.0,0.0,285.00405350000074
99,20,3,50688,203776,0.0,0.0,-0.012769891880452633,-0.01298611145466566,0.010048476047813892,0.0014344757655635476,0.0,0.0,0.0,287.02595520000614
100,20,2,51200,204800,0.0,0.0,-0.010287764482200146,-0.01046737376600504,0.037347156554460526,0.0014009375590831041,0.0,0.0,0.0,288.7204065000042
101,21,3,51712,206336,0.0,0.0,-0.012739083729684353,-0.012989393435418606,0.013480070047080517,0.0012495514238253236,0.0,0.0,0.0,290.4618651000055
102,21,6,52224,209408,0.0,0.0,-0.01842029020190239,-0.018748290836811066,0.014510400593280792,0.001737296348437667,0.0,0.0,0.0,294.047178300003
103,21,5,52736,211968,0.0,0.0,-0.01670905575156212,-0.017043426632881165,0.01432669535279274,0.0009774680947884917,0.0,0.0,0.0,298.03919529999985
104,21,4,53248,214016,0.0,0.0,-0.01510897558182478,-0.015443074516952038,0.022772254422307014,0.0017540904227644205,0.0,0.0,0.0,301.6121596000012
105,21,2,53760,215040,0.0,0.0,-0.010201795026659966,-0.010468689724802971,0.028950940817594528,0.002330266172066331,0.0,0.0,0.0,303.3683328000043
106,22,2,54272,216064,0.0,0.0,-0.010165704414248466,-0.010470233857631683,0.04105444252490997,0.002975401235744357,0.0,0.0,0.0,305.35932650000177
107,22,6,54784,219136,0.0,0.0,-0.0183078832924366,-0.018751325085759163,0.02183174528181553,0.001262184581719339,0.0,0.0,0.0,310.7095582000038
108,22,3,55296,220672,0.0,0.0,-0.012579170055687428,-0.012989499606192112,0.009898767806589603,0.0017034373013302684,0.0,0.0,0.0,313.1239357000013
109,22,4,55808,222720,0.0,0.0,-0.014957304112613201,-0.015449299477040768,0.04947139322757721,0.0014595286920666695,0.0,0.0,0.0,315.90419570000086
110,22,5,56320,225280,0.0,0.0,-0.01648052968084812,-0.01704384945333004,0.009674914181232452,0.0012416054960340261,0.0,0.0,0.0,319.5272124000039
111,23,5,56832,227840,0.0,0.0,-0.01643143966794014,-0.01704423315823078,0.021776439622044563,0.0027495152316987514,0.0,0.0,0.0,322.2898029000062
112,23,4,57344,229888,0.0,0.0,-0.014818993397057056,-0.01544759701937437,0.014459498226642609,0.0019158661598339677,0.0,0.0,0.0,324.74973560000217
113,23,3,57856,231424,0.0,0.0,-0.012319670990109444,-0.012988749891519547,0.020252615213394165,0.002590314717963338,0.0,0.0,0.0,327.1703742000027
114,23,2,58368,232448,0.0,0.0,-0.009813991375267506,-0.010469667613506317,0.04534285143017769,0.002803514478728175,0.0,0.0,0.0,328.9099107000002
115,23,6,58880,235520,0.0,0.0,-0.017831601202487946,-0.018753841519355774,0.012762563303112984,0.0019890780095010996,0.0,0.0,0.0,332.0336938000037
116,24,6,59392,238592,0.0,0.0,-0.017743926495313644,-0.01875319704413414,0.01991564780473709,0.002444286597892642,0.0,0.0,0.0,335.41321180000523
117,24,2,59904,239616,0.0,0.0,-0.009589524939656258,-0.010468880645930767,0.03178310766816139,0.0031109205447137356,0.0,0.0,0.0,337.36201840000285
118,24,3,60416,241152,0.0,0.0,-0.011997450143098831,-0.012987762689590454,0.01834222860634327,0.0037340393755584955,0.0,0.0,0.0,339.8408284000034
119,24,4,60928,243200,0.0,0.0,-0.014398536644876003,-0.015449149534106255,0.012833066284656525,0.0027405605651438236,0.0,0.0,0.0,342.33834480000223
120,24,5,61440,245760,0.0,0.0,-0.015910053625702858,-0.017043448984622955,0.02087969332933426,0.002888084389269352,0.0,0.0,0.0,345.03733760000614
121,25,3,61952,247296,0.0,0.0,-0.011882836930453777,-0.012987724505364895,0.02471502497792244,0.003608012106269598,0.0,0.0,0.0,347.07829470000434
122,25,6,62464,250368,0.0,0.0,-0.01744149811565876,-0.018751299008727074,0.01612657867372036,0.003921061288565397,0.0,0.0,0.0,350.6754318000021
123,25,4,62976,252416,0.0,0.0,-0.014281529933214188,-0.015447717159986496,0.03229580447077751,0.003824290120974183,0.0,0.0,0.0,353.03423920000205
124,25,2,63488,253440,0.0,0.0,-0.009407893754541874,-0.010469482280313969,0.04438722878694534,0.003002502955496311,0.0,0.0,0.0,354.754563100003
125,25,5,64000,256000,0.0,0.0,-0.015809429809451103,-0.017043165862560272,0.03731359541416168,0.004103381652384996,0.0,0.0,0.0,358.71757010000147
126,26,4,64512,258048,0.0,0.0,-0.014290587045252323,-0.015446043573319912,0.006484732497483492,0.004057837650179863,0.0,0.0,0.0,361.8994873000047
127,26,2,65024,259072,0.0,0.0,-0.00938316248357296,-0.010467256419360638,0.07214313000440598,0.00355979660525918,0.0,0.0,0.0,363.63379390000046
128,26,6,65536,262144,0.0,0.0,-0.017385482788085938,-0.01874973252415657,0.025023486465215683,0.004500650800764561,0.0,0.0,0.0,369.1637627000018
129,26,5,66048,264704,0.0,0.0,-0.01573115959763527,-0.01704133115708828,0.017163528129458427,0.00452042231336236,0.0,0.0,0.0,372.65318310000293
130,26,3,66560,266240,0.0,0.0,-0.0117778480052948,-0.012985668145120144,0.020520472899079323,0.003908516839146614,0.0,0.0,0.0,374.6931612000044
131,27,2,67072,267264,0.0,0.0,-0.0093157347291708,-0.010467423126101494,0.060701750218868256,0.004247815813869238,0.0,0.0,0.0,376.22898200000054
132,27,5,67584,269824,0.0,0.0,-0.015709852799773216,-0.01704195700585842,0.028429560363292694,0.004275953862816095,0.0,0.0,0.0,379.25571290000516
133,27,4,68096,271872,0.0,0.0,-0.01408451795578003,-0.015444252640008926,0.017332332208752632,0.004549686796963215,0.0,0.0,0.0,381.3677226
134,27,6,68608,274944,0.0,0.0,-0.017240559682250023,-0.018748681992292404,0.019639842212200165,0.0050149355083703995,0.0,0.0,0.0,384.43338040000526
135,27,3,69120,276480,0.0,0.0,-0.011671735905110836,-0.012985148467123508,0.02465667575597763,0.004248180892318487,0.0,0.0,0.0,386.24362930000643
136,28,6,69632,279552,0.0,0.0,-0.01716628670692444,-0.018748369067907333,0.041593998670578,0.005041599273681641,0.0,0.0,0.0,390.55130860000645
137,28,2,70144,280576,0.0,0.0,-0.0091264508664608,-0.0104684978723526,0.04825751110911369,0.0039193821139633656,0.0,0.0,0.0,392.3877364
138,28,4,70656,282624,0.0,0.0,-0.014011587016284466,-0.015445346012711525,0.04671312868595123,0.0043206363916397095,0.0,0.0,0.0,395.2094212000011
139,28,3,71168,284160,0.0,0.0,-0.011560291983187199,-0.012986429035663605,0.02777521125972271,0.003737637773156166,0.0,0.0,0.0,398.04339180000534
140,28,5,71680,286720,0.0,0.0,-0.015427112579345703,-0.01704208180308342,0.02148800902068615,0.00417178263887763,0.0,0.0,0.0,401.32402020000154
141,29,2,72192,287744,0.0,0.0,-0.008929215371608734,-0.010471816174685955,0.04365402087569237,0.0034182125236839056,0.0,0.0,0.0,402.6430373000039
142,29,5,72704,290304,0.0,0.0,-0.01532797422260046,-0.01704278588294983,0.02020937018096447,0.0037129875272512436,0.0,0.0,0.0,405.25920990000304
143,29,3,73216,291840,0.0,0.0,-0.011325615458190441,-0.012988618575036526,0.037295758724212646,0.0033225067891180515,0.0,0.0,0.0,407.18814620000194
144,29,4,73728,293888,0.0,0.0,-0.013584532774984837,-0.015446031466126442,0.014991668984293938,0.004523265175521374,0.0,0.0,0.0,409.40862830000697
145,29,6,74240,296960,0.0,0.0,-0.01669149287045002,-0.018748803064227104,0.031880661845207214,0.005286066327244043,0.0,0.0,0.0,412.57288900000276
146,30,3,74752,298496,0.0,0.0,-0.011088715866208076,-0.012990349903702736,0.09344328194856644,0.003168742870911956,0.0,0.0,0.0,414.3340118000051
147,30,2,75264,299520,0.0,0.0,-0.008415499702095985,-0.010471323505043983,0.03460590913891792,0.002937938319519162,0.0,0.0,0.0,415.7553496000037
148,30,5,75776,302080,0.0,0.0,-0.01487659476697445,-0.017042098566889763,0.02445860393345356,0.004046180285513401,0.0,0.0,0.0,419.2836852000037
149,30,4,76288,304128,0.0,0.0,-0.013167419470846653,-0.015446402132511139,0.00903636310249567,0.0039260508492589,0.0,0.0,0.0,422.8205240000025
150,30,6,76800,307200,0.0,0.0,-0.01620606519281864,-0.01875060610473156,0.01740647852420807,0.0041635059751570225,0.0,0.0,0.0,427.87871010000526
151,31,5,77312,309760,0.0,0.0,-0.014614674262702465,-0.01704423315823078,0.014174840413033962,0.003276025876402855,0.0,0.0,0.0,432.10425030000624
152,31,2,77824,310784,0.0,0.0,-0.007756655104458332,-0.010473638772964478,0.06849385052919388,0.0022731663193553686,0.0,0.0,0.0,433.7676791000049
153,31,3,78336,312320,0.0,0.0,-0.010626411065459251,-0.012989578768610954,0.07646741718053818,0.002777775749564171,0.0,0.0,0.0,435.855516100004
154,31,6,78848,315392,0.0,0.0,-0.015925055369734764,-0.0187515988945961,0.025314029306173325,0.0038092336617410183,0.0,0.0,0.0,440.0905791000041
155,31,4,79360,317440,0.0,0.0,-0.012744120322167873,-0.015449322760105133,0.03849347308278084,0.003400077112019062,0.0,0.0,0.0,442.3639756000048
156,32,2,79872,318464,0.0,0.0,-0.007448829710483551,-0.010473991744220257,0.09526417404413223,0.0018255497561767697,0.0,0.0,0.0,443.68952960000024
157,32,5,80384,321024,0.0,0.0,-0.014332428574562073,-0.017045430839061737,0.018614042550325394,0.003035003086552024,0.0,0.0,0.0,447.3204044000013
158,32,4,80896,323072,0.0,0.0,-0.012579625472426414,-0.015449952334165573,0.06261851638555527,0.002610523719340563,0.0,0.0,0.0,450.10864080000465
159,32,3,81408,324608,0.0,0.0,-0.010415316559374332,-0.012991983443498611,0.023835623636841774,0.0018663827795535326,0.0,0.0,0.0,451.9921635999999
160,32,6,81920,327680,0.0,0.0,-0.015764843672513962,-0.01875247247517109,0.03480646014213562,0.0035836203023791313,0.0,0.0,0.0,455.23986700000387
161,33,3,82432,329216,0.0,0.0,-0.010384418070316315,-0.012992125004529953,0.03761998564004898,0.002630828879773617,0.0,0.0,0.0,457.8419864000025
162,33,6,82944,332288,0.0,0.0,-0.015574255958199501,-0.018754174932837486,0.036578040570020676,0.002570859156548977,0.0,0.0,0.0,461.89298890000646
163,33,2,83456,333312,0.0,0.0,-0.0071051958948373795,-0.010474219918251038,0.09430540353059769,0.0030372878536581993,0.0,0.0,0.0,463.3220766000013
164,33,4,83968,335360,0.0,0.0,-0.012351305224001408,-0.015450673177838326,0.03448057547211647,0.0026645108591765165,0.0,0.0,0.0,465.777336500003
165,33,5,84480,337920,0.0,0.0,-0.013981197960674763,-0.01704666204750538,0.04473847895860672,0.0018918938003480434,0.0,0.0,0.0,469.2958354000002
