update,cycle,active_n,transitions_per_arm,tokens_per_arm,shared_success,specialist_success,shared_loss,specialist_loss,shared_gradient_norm,specialist_gradient_norm,sample_replay_logp_max_error,prefix_replay_max_error,masked_probability_mass_max,elapsed_seconds
477,96,6,244224,978432,0.0,0.0,-0.01636115089058876,-0.01860082522034645,0.018631145358085632,0.012763558886945248,0.0,0.0,0.0,1173.9234466000053
478,96,2,244736,979456,0.0,0.0,-0.00846019946038723,-0.010301221162080765,0.019727716222405434,0.01281053014099598,0.0,0.0,0.0,1174.8657193000035
479,96,4,245248,981504,0.0,0.0,-0.013336239382624626,-0.015311944298446178,0.014035149477422237,0.005881528370082378,0.0,0.0,0.0,1176.5625641000006
480,96,3,245760,983040,0.0,0.0,-0.011080271564424038,-0.012932493351399899,0.0631871223449707,0.012732605449855328,0.0,0.0,0.0,1178.0212814000042
481,97,6,246272,986112,0.0,0.0,-0.016304314136505127,-0.01858215034008026,0.032846592366695404,0.005652368534356356,0.0,0.0,0.0,1180.6890188000034
482,97,5,246784,988672,0.0,0.0,-0.014862045645713806,-0.016986392438411713,0.021087760105729103,0.00957715418189764,0.0,0.0,0.0,1182.718457300005
483,97,3,247296,990208,0.0,0.0,-0.011074160225689411,-0.012919520027935505,0.01573946513235569,0.01072703581303358,0.0,0.0,0.0,1184.044367800001
484,97,2,247808,991232,0.0,0.0,-0.008468572981655598,-0.010253500193357468,0.026553284376859665,0.02815510891377926,0.0,0.0,0.0,1185.122877700007
485,97,4,248320,993280,0.0,0.0,-0.01323100458830595,-0.015284830704331398,0.05162820592522621,0.022060122340917587,0.0,0.0,0.0,1187.090695400002
486,98,2,248832,994304,0.0,0.0,-0.008439283818006516,-0.010231063701212406,0.03403286263346672,0.029195770621299744,0.0,0.0,0.0,1188.1979815000013
487,98,6,249344,997376,0.0,0.0,-0.016367385163903236,-0.018554778769612312,0.03183767572045326,0.025263676419854164,0.0,0.0,0.0,1190.8812352000023
488,98,4,249856,999424,0.0,0.0,-0.013168126344680786,-0.015262383036315441,0.02221073769032955,0.010419199243187904,0.0,0.0,0.0,1192.7255830000067
489,98,3,250368,1000960,0.0,0.0,-0.01106711383908987,-0.012907796539366245,0.033596739172935486,0.0057014464400708675,0.0,0.0,0.0,1194.2127858000022
490,98,5,250880,1003520,0.0,0.0,-0.01476367935538292,-0.016979139298200607,0.013718287460505962,0.006181344389915466,0.0,0.0,0.0,1196.2617395000052
491,99,4,251392,1005568,0.0,0.0,-0.013103785924613476,-0.015230275690555573,0.03479039669036865,0.006855940446257591,0.0,0.0,0.0,1198.0795831000069
492,99,6,251904,1008640,0.0,0.0,-0.01618446223437786,-0.018521513789892197,0.021303443238139153,0.025790903717279434,0.0,0.0,0.0,1200.5282283000051
493,99,5,252416,1011200,0.0,0.0,-0.014650130644440651,-0.016969168558716774,0.022769495844841003,0.017667092382907867,0.0,0.0,0.0,1202.5980142000044
494,99,3,252928,1012736,0.0,0.0,-0.010878130793571472,-0.01289982907474041,0.04010370373725891,0.02478037402033806,0.0,0.0,0.0,1204.3037852000052
495,99,2,253440,1013760,0.0,0.0,-0.008222860284149647,-0.010201596654951572,0.09653609246015549,0.040034376084804535,0.0,0.0,0.0,1205.6062901000041
496,100,5,253952,1016320,0.0,0.0,-0.014591936953365803,-0.016962558031082153,0.01780284009873867,0.018243247643113136,0.0,0.0,0.0,1207.7925361000016
497,100,4,254464,1018368,0.0,0.0,-0.013054251670837402,-0.015188260935246944,0.03287350386381149,0.01106281392276287,0.0,0.0,0.0,1209.7355807000058
498,100,2,254976,1019392,0.0,0.0,-0.008302001282572746,-0.010164902545511723,0.05361257493495941,0.0158735029399395,0.0,0.0,0.0,1210.8361449000004
499,100,3,255488,1020928,0.0,0.0,-0.01092532742768526,-0.0128868343308568,0.030938824638724327,0.008131462149322033,0.0,0.0,0.0,1212.381551700004
500,100,6,256000,1024000,0.0,0.0,-0.016244426369667053,-0.018478067591786385,0.019674865528941154,0.009058049879968166,0.0,0.0,0.0,1214.622679
501,101,5,256512,1026560,0.0,0.0,-0.014779570512473583,-0.016948480159044266,0.016653291881084442,0.014504087157547474,0.0,0.0,0.0,1216.449360700004
502,101,3,257024,1028096,0.0,0.0,-0.011021353304386139,-0.012868395075201988,0.04482553154230118,0.004946586675941944,0.0,0.0,0.0,1217.716323200002
503,101,2,257536,1029120,0.0,0.0,-0.008304640650749207,-0.010152079164981842,0.050382889807224274,0.02570521831512451,0.0,0.0,0.0,1218.7439202000023
504,101,6,258048,1032192,0.0,0.0,-0.01626782864332199,-0.018438085913658142,0.04380368813872337,0.018208634108304977,0.0,0.0,0.0,1220.9590169000003
505,101,4,258560,1034240,0.0,0.0,-0.013044605031609535,-0.015153324231505394,0.018086133524775505,0.011304138228297234,0.0,0.0,0.0,1222.5912105000025
506,102,2,259072,1035264,0.0,0.0,-0.00819964986294508,-0.010111718438565731,0.06546852737665176,0.020375235006213188,0.0,0.0,0.0,1223.605068200006
507,102,4,259584,1037312,0.0,0.0,-0.012969470582902431,-0.015147277154028416,0.04288359731435776,0.010264590382575989,0.0,0.0,0.0,1225.2215741000036
508,102,6,260096,1040384,0.0,0.0,-0.01597929745912552,-0.018395014107227325,0.011966447345912457,0.016729574650526047,0.0,0.0,0.0,1227.4217099000016
509,102,5,260608,1042944,0.0,0.0,-0.014479690231382847,-0.016930848360061646,0.034232113510370255,0.00789780542254448,0.0,0.0,0.0,1229.4488702000017
510,102,3,261120,1044480,0.0,0.0,-0.01074895542114973,-0.012854638509452343,0.052622586488723755,0.009808770380914211,0.0,0.0,0.0,1230.8757331000015
511,103,6,261632,1047552,0.0,0.0,-0.01574941910803318,-0.018326641991734505,0.015648987144231796,0.017237890511751175,0.0,0.0,0.0,1233.1856983000034
512,103,3,262144,1049088,0.0,0.0,-0.010622126050293446,-0.012835908681154251,0.018967369571328163,0.003953704610466957,0.0,0.0,0.0,1234.5220215000008
513,103,4,262656,1051136,0.0,0.0,-0.012710889801383018,-0.01512215007096529,0.076748326420784,0.009402434341609478,0.0,0.0,0.0,1236.2898299000008
514,103,5,263168,1053696,0.0,0.0,-0.014177498407661915,-0.016909373924136162,0.029080109670758247,0.024136383086442947,0.0,0.0,0.0,1238.4193030000024
515,103,2,263680,1054720,0.0,0.0,-0.007720583584159613,-0.01007506251335144,0.061017971485853195,0.01745818927884102,0.0,0.0,0.0,1239.4232871000058
516,104,3,264192,1056256,0.0,0.0,-0.010490255430340767,-0.01282318215817213,0.027048105373978615,0.009392512030899525,0.0,0.0,0.0,1240.755300900004
517,104,5,264704,1058816,0.0,0.0,-0.014087403193116188,-0.016899634152650833,0.0346137210726738,0.01587899588048458,0.0,0.0,0.0,1242.7448454000041
518,104,4,265216,1060864,0.0,0.0,-0.012365196831524372,-0.015112721361219883,0.03741344437003136,0.010450729168951511,0.0,0.0,0.0,1244.2747581000003
519,104,2,265728,1061888,0.0,0.0,-0.007388809695839882,-0.010045130737125874,0.038879599422216415,0.03282972797751427,0.0,0.0,0.0,1245.2064483000067
520,104,6,266240,1064960,0.0,0.0,-0.01522019226104021,-0.018268950283527374,0.0321565642952919,0.009178750216960907,0.0,0.0,0.0,1247.3418457000007
521,105,2,266752,1065984,0.0,0.0,-0.007287239655852318,-0.010029608383774757,0.034337542951107025,0.04454202204942703,0.0,0.0,0.0,1248.3656865000012
522,105,6,267264,1069056,0.0,0.0,-0.015195691958069801,-0.01824028044939041,0.030004329979419708,0.011145106516778469,0.0,0.0,0.0,1250.5152042000045
523,105,5,267776,1071616,0.0,0.0,-0.01382893044501543,-0.016866475343704224,0.041375577449798584,0.007862633094191551,0.0,0.0,0.0,1252.3458625000058
524,105,4,268288,1073664,0.0,0.0,-0.0119614964351058,-0.015081358142197132,0.04200243949890137,0.02276432327926159,0.0,0.0,0.0,1253.8867733000006
525,105,3,268800,1075200,0.0,0.0,-0.01002551056444645,-0.012803941033780575,0.0560833178460598,0.04584164544939995,0.0,0.0,0.0,1255.1194532000009
526,106,4,269312,1077248,0.0,0.0,-0.011863277293741703,-0.015040304511785507,0.04272577166557312,0.062469810247421265,0.0,0.0,0.0,1256.6664720000044
527,106,2,269824,1078272,0.0,0.0,-0.006942862179130316,-0.00999457761645317,0.05385138839483261,0.03781311213970184,0.0,0.0,0.0,1257.6436025000003
528,106,6,270336,1081344,0.0,0.0,-0.01483780238777399,-0.018195156008005142,0.03981027007102966,0.008864499628543854,0.0,0.0,0.0,1260.150130300004
529,106,5,270848,1083904,0.0,0.0,-0.013522092252969742,-0.016845092177391052,0.03105361945927143,0.01354199554771185,0.0,0.0,0.0,1262.3405660000062
530,106,3,271360,1085440,0.0,0.0,-0.009812728501856327,-0.012783661484718323,0.031061971560120583,0.014416894875466824,0.0,0.0,0.0,1263.7690574000007
531,107,3,271872,1086976,0.0,0.0,-0.009837689809501171,-0.01277076918631792,0.04600262641906738,0.02460015006363392,0.0,0.0,0.0,1265.4187851000024
532,107,5,272384,1089536,0.0,0.0,-0.0134445670992136,-0.016812758520245552,0.029679592698812485,0.009527378715574741,0.0,0.0,0.0,1268.0514006000012
533,107,2,272896,1090560,0.0,0.0,-0.006772379390895367,-0.009966425597667694,0.044237539172172546,0.03077029064297676,0.0,0.0,0.0,1269.2205613000042
534,107,6,273408,1093632,0.0,0.0,-0.014786570332944393,-0.0181166660040617,0.022628044709563255,0.040096621960401535,0.0,0.0,0.0,1272.0665563000002
535,107,4,273920,1095680,0.0,0.0,-0.01170214731246233,-0.015006393194198608,0.023621324449777603,0.026916539296507835,0.0,0.0,0.0,1274.1664855000054
536,108,4,274432,1097728,0.0,0.0,-0.011758707463741302,-0.014965123496949673,0.016157856211066246,0.010499215684831142,0.0,0.0,0.0,1275.9459251000007
537,108,5,274944,1100288,0.0,0.0,-0.013435116037726402,-0.01677711121737957,0.027627043426036835,0.03157823532819748,0.0,0.0,0.0,1277.9750243000017
538,108,3,275456,1101824,0.0,0.0,-0.009963259100914001,-0.012732208706438541,0.02213056944310665,0.019676847383379936,0.0,0.0,0.0,1279.4133213000023
539,108,2,275968,1102848,0.0,0.0,-0.006923651322722435,-0.009915446862578392,0.027126220986247063,0.08769451081752777,0.0,0.0,0.0,1280.4661248000048
540,108,6,276480,1105920,0.0,0.0,-0.014760714955627918,-0.018062831833958626,0.01698564551770687,0.022402649745345116,0.0,0.0,0.0,1282.9311746000021
541,109,6,276992,1108992,0.0,0.0,-0.014860628172755241,-0.0179598331451416,0.025831373408436775,0.01833396777510643,0.0,0.0,0.0,1285.395268100001
542,109,2,277504,1110016,0.0,0.0,-0.007004406303167343,-0.009856161661446095,0.04301680251955986,0.0856105387210846,0.0,0.0,0.0,1286.4007929
543,109,3,278016,1111552,0.0,0.0,-0.010033626109361649,-0.012683638371527195,0.04537374898791313,0.04197661578655243,0.0,0.0,0.0,1287.753829100002
544,109,4,278528,1113600,0.0,0.0,-0.011861641891300678,-0.014889086596667767,0.030580846592783928,0.04465249553322792,0.0,0.0,0.0,1289.3890868000017
545,109,5,279040,1116160,0.0,0.0,-0.013608614914119244,-0.016752945259213448,0.030533432960510254,0.011529986746609211,0.0,0.0,0.0,1291.5882744000046
546,110,5,279552,1118720,0.0,0.0,-0.01341052632778883,-0.016696030274033546,0.024411877617239952,0.0046913339756429195,0.0,0.0,0.0,1293.564554100005
547,110,4,280064,1120768,0.0,0.0,-0.011794861406087875,-0.014844666235148907,0.06472451239824295,0.0406484492123127,0.0,0.0,0.0,1295.2733427000057
548,110,2,280576,1121792,0.0,0.0,-0.006958876736462116,-0.009763105772435665,0.062488965690135956,0.037559930235147476,0.0,0.0,0.0,1296.3339627000023
549,110,3,281088,1123328,0.0,0.0,-0.009835471399128437,-0.012655049562454224,0.03258295729756355,0.01200434286147356,0.0,0.0,0.0,1297.7471439
550,110,6,281600,1126400,0.0,0.0,-0.01480658259242773,-0.017861565575003624,0.0274788998067379,0.01881258189678192,0.0,0.0,0.0,1300.144064
551,111,3,282112,1127936,0.0,0.0,-0.009958412498235703,-0.0126118129119277,0.05798054859042168,0.018319210037589073,0.0,0.0,0.0,1301.489977300007
552,111,2,282624,1128960,0.0,0.0,-0.007065875455737114,-0.00970805436372757,0.04610038548707962,0.05179089680314064,0.0,0.0,0.0,1302.4364525000055
553,111,5,283136,1131520,0.0,0.0,-0.013603213243186474,-0.016657661646604538,0.028032930567860603,0.0232092197984457,0.0,0.0,0.0,1304.304399700006
554,111,6,283648,1134592,0.0,0.0,-0.014824885874986649,-0.017785660922527313,0.027666667476296425,0.06304993480443954,0.0,0.0,0.0,1306.4594492000033
555,111,4,284160,1136640,0.0,0.0,-0.011881571263074875,-0.014750821515917778,0.03650270774960518,0.012719601392745972,0.0,0.0,0.0,1308.088638500005
556,112,6,284672,1139712,0.0,0.0,-0.01490171067416668,-0.01767348311841488,0.020074641332030296,0.018973123282194138,0.0,0.0,0.0,1310.2742507000003
557,112,4,285184,1141760,0.0,0.0,-0.01188079547137022,-0.014686509035527706,0.030064258724451065,0.008559001609683037,0.0,0.0,0.0,1311.829767700001
558,112,2,285696,1142784,0.0,0.0,-0.007077602669596672,-0.009625980630517006,0.09832898527383804,0.03652605786919594,0.0,0.0,0.0,1312.7629670000024
559,112,5,286208,1145344,0.0,0.0,-0.01364008616656065,-0.01659323088824749,0.029501423239707947,0.020282745361328125,0.0,0.0,0.0,1314.6342970000042
560,112,3,286720,1146880,0.0,0.0,-0.009976765140891075,-0.012582352384924889,0.06306960433721542,0.01854744367301464,0.0,0.0,0.0,1315.9264935000028
561,113,2,287232,1147904,0.0,0.0,-0.007137492764741182,-0.00956741627305746,0.026276569813489914,0.05914688855409622,0.0,0.0,0.0,1316.8869092000023
562,113,3,287744,1149440,0.0,0.0,-0.010073338635265827,-0.012499230913817883,0.03305225074291229,0.016298558562994003,0.0,0.0,0.0,1318.295128800004
563,113,4,288256,1151488,0.0,0.0,-0.01193846296519041,-0.014576487243175507,0.031174305826425552,0.04456170275807381,0.0,0.0,0.0,1319.9577875000032
564,113,6,288768,1154560,0.0,0.0,-0.015013904310762882,-0.01759694144129753,0.018089326098561287,0.01674587093293667,0.0,0.0,0.0,1322.2877124000006
565,113,5,289280,1157120,0.0,0.0,-0.013685048557817936,-0.0165176372975111,0.031161468476057053,0.02323024906218052,0.0,0.0,0.0,1324.303243800001
566,114,3,289792,1158656,0.0,0.0,-0.010225226171314716,-0.01245804876089096,0.0553276464343071,0.017322761937975883,0.0,0.0,0.0,1325.747636900007
567,114,6,290304,1161728,0.0,0.0,-0.015135177411139011,-0.017467036843299866,0.015145108103752136,0.016580967232584953,0.0,0.0,0.0,1328.6540466000006
568,114,5,290816,1164288,0.0,0.0,-0.013813231140375137,-0.016480252146720886,0.03478311002254486,0.028836378827691078,0.0,0.0,0.0,1331.7041604000042
569,114,2,291328,1165312,0.0,0.0,-0.007355362176895142,-0.009511725977063179,0.07837342470884323,0.027599411085247993,0.0,0.0,0.0,1332.9733345000059
570,114,4,291840,1167360,0.0,0.0,-0.012149441055953503,-0.014482026919722557,0.05936151742935181,0.0301208458840847,0.0,0.0,0.0,1335.0967013000045
571,115,4,292352,1169408,0.0,0.0,-0.012087976559996605,-0.01440376602113247,0.02479490451514721,0.01027072686702013,0.0,0.0,0.0,1337.1628957000066
572,115,5,292864,1171968,0.0,0.0,-0.013810349628329277,-0.016382908448576927,0.023391658440232277,0.011470566503703594,0.0,0.0,0.0,1339.261619500001
573,115,3,293376,1173504,0.0,0.0,-0.010197428986430168,-0.012397958897054195,0.10447535663843155,0.02119630016386509,0.0,0.0,0.0,1340.5607132000005
574,115,2,293888,1174528,0.0,0.0,-0.007414417341351509,-0.009420215152204037,0.06676044315099716,0.027532828971743584,0.0,0.0,0.0,1341.701782300006
575,115,6,294400,1177600,0.0,0.0,-0.015136881731450558,-0.017315339297056198,0.04220745339989662,0.05771176144480705,0.0,0.0,0.0,1344.2430231000035
576,116,5,294912,1180160,0.0,0.0,-0.013875346630811691,-0.016287075355648994,0.033404409885406494,0.013880504295229912,0.0,0.0,0.0,1346.4467337000024
577,116,3,295424,1181696,0.0,0.0,-0.010305207222700119,-0.01233644224703312,0.04535165801644325,0.014056245796382427,0.0,0.0,0.0,1347.832366900002
578,116,4,295936,1183744,0.0,0.0,-0.012297190725803375,-0.014300622045993805,0.03119160793721676,0.012799913994967937,0.0,0.0,0.0,1349.5199546000003
579,116,2,296448,1184768,0.0,0.0,-0.007602386642247438,-0.009341750293970108,0.06529424339532852,0.09408478438854218,0.0,0.0,0.0,1350.713502000006
580,116,6,296960,1187840,0.0,0.0,-0.015382809564471245,-0.017198801040649414,0.035236719995737076,0.02196839451789856,0.0,0.0,0.0,1353.0784163000062
581,117,6,297472,1190912,0.0,0.0,-0.0153507050126791,-0.017052143812179565,0.021095886826515198,0.04191884025931358,0.0,0.0,0.0,1355.5308361000061
582,117,4,297984,1192960,0.0,0.0,-0.012454282492399216,-0.014196508564054966,0.03285933658480644,0.03713206201791763,0.0,0.0,0.0,1357.3328034000006
583,117,2,298496,1193984,0.0,0.0,-0.007758073043078184,-0.009242568165063858,0.06071370467543602,0.03141540288925171,0.0,0.0,0.0,1358.4176120000047
584,117,5,299008,1196544,0.0,0.0,-0.01413142029196024,-0.016187697649002075,0.04853993281722069,0.017772797495126724,0.0,0.0,0.0,1360.5761340000026
585,117,3,299520,1198080,0.0,0.0,-0.010493854992091656,-0.012273968197405338,0.0369405560195446,0.03862113878130913,0.0,0.0,0.0,1361.8939367000057
586,118,4,300032,1200128,0.0,0.0,-0.012558802962303162,-0.01413501612842083,0.04752691462635994,0.010115095414221287,0.0,0.0,0.0,1363.4360964000007
587,118,3,300544,1201664,0.0,0.0,-0.010597297921776772,-0.012228156439960003,0.07842276245355606,0.01198981050401926,0.0,0.0,0.0,1364.6866698000013
588,118,2,301056,1202688,0.0,0.0,-0.007914124056696892,-0.009118301793932915,0.06187038868665695,0.028335871174931526,0.0,0.0,0.0,1365.6475479
589,118,6,301568,1205760,0.0,0.0,-0.015464158728718758,-0.016947396099567413,0.03645319864153862,0.05293191596865654,0.0,0.0,0.0,1367.8212423000004
590,118,5,302080,1208320,0.0,0.0,-0.014193766750395298,-0.01609177701175213,0.03346030041575432,0.01699949987232685,0.0,0.0,0.0,1369.735575000006
591,119,2,302592,1209344,0.0,0.0,-0.007883182726800442,-0.008955375291407108,0.08462375402450562,0.02724708616733551,0.0,0.0,0.0,1370.6646546000047
592,119,6,303104,1212416,0.0,0.0,-0.015605587512254715,-0.016852980479598045,0.024930333718657494,0.010828861966729164,0.0,0.0,0.0,1372.8198804000058
593,119,4,303616,1214464,0.0,0.0,-0.012562813237309456,-0.014078525826334953,0.05936472862958908,0.06984323263168335,0.0,0.0,0.0,1374.3499993000005
594,119,5,304128,1217024,0.0,0.0,-0.014165024273097515,-0.01597665809094906,0.02805689349770546,0.017735449597239494,0.0,0.0,0.0,1376.1956589000038
595,119,3,304640,1218560,0.0,0.0,-0.010592804290354252,-0.012127259746193886,0.02287929691374302,0.032216232270002365,0.0,0.0,0.0,1377.4464527000018
596,120,2,305152,1219584,0.0,0.0,-0.00788874551653862,-0.008888107724487782,0.1355317085981369,0.10367798060178757,0.0,0.0,0.0,1378.5749152000062
597,120,5,305664,1222144,0.0,0.0,-0.014171317219734192,-0.015894873067736626,0.05086245760321617,0.011610537767410278,0.0,0.0,0.0,1380.692203700004
598,120,3,306176,1223680,0.0,0.0,-0.010589918121695518,-0.012058115564286709,0.039827942848205566,0.01765105128288269,0.0,0.0,0.0,1382.0548822000055
599,120,4,306688,1225728,0.0,0.0,-0.012618674896657467,-0.014003386721014977,0.02989215962588787,0.06928311288356781,0.0,0.0,0.0,1383.606409800006
600,120,6,307200,1228800,0.0,0.0,-0.015665573999285698,-0.016807548701763153,0.037590544670820236,0.015348203480243683,0.0,0.0,0.0,1385.8858720000062
601,121,3,307712,1230336,0.0,0.0,-0.010678360238671303,-0.01198442280292511,0.02512430027127266,0.018771059811115265,0.0,0.0,0.0,1387.2935910000015
602,121,2,308224,1231360,0.0,0.0,-0.00809165183454752,-0.008771662600338459,0.06373651325702667,0.02067984826862812,0.0,0.0,0.0,1388.3463371000034
603,121,5,308736,1233920,0.0,0.0,-0.014322479255497456,-0.015794282779097557,0.024968041107058525,0.04429470747709274,0.0,0.0,0.0,1390.7018482000058
604,121,4,309248,1235968,0.0,0.0,-0.012751464731991291,-0.013901986181735992,0.02485038712620735,0.03407291695475578,0.0,0.0,0.0,1392.448834200004
605,121,6,309760,1239040,0.0,0.0,-0.015793394297361374,-0.016690583899617195,0.018669111654162407,0.018369244411587715,0.0,0.0,0.0,1394.7438150000016
606,122,4,310272,1241088,0.0,0.0,-0.012802069075405598,-0.013708733953535557,0.02435373328626156,0.0410149060189724,0.0,0.0,0.0,1396.7754465000035
607,122,5,310784,1243648,0.0,0.0,-0.014464744366705418,-0.015748262405395508,0.009870975278317928,0.026129236444830894,0.0,0.0,0.0,1399.2207100000014
608,122,2,311296,1244672,0.0,0.0,-0.008301693014800549,-0.00859921146184206,0.05359417945146561,0.05302724987268448,0.0,0.0,0.0,1400.4449946000022
609,122,3,311808,1246208,0.0,0.0,-0.010944763198494911,-0.011886940337717533,0.05830982327461243,0.05558229982852936,0.0,0.0,0.0,1402.062268900001
610,122,6,312320,1249280,0.0,0.0,-0.015951883047819138,-0.01665324531495571,0.00911317765712738,0.05570056289434433,0.0,0.0,0.0,1404.4538040000043
611,123,3,312832,1250816,0.0,0.0,-0.01095546130090952,-0.011785268783569336,0.030909819528460503,0.024634668603539467,0.0,0.0,0.0,1405.9312705000048
612,123,5,313344,1253376,0.0,0.0,-0.014442461542785168,-0.015643931925296783,0.017052024602890015,0.008141307160258293,0.0,0.0,0.0,1408.082729200003
613,123,6,313856,1256448,0.0,0.0,-0.01598825678229332,-0.01662946492433548,0.0463729165494442,0.06413659453392029,0.0,0.0,0.0,1410.5682969000045
614,123,4,314368,1258496,0.0,0.0,-0.012951748445630074,-0.013636143878102303,0.029792385175824165,0.030621031299233437,0.0,0.0,0.0,1412.5117461000045
615,123,2,314880,1259520,0.0,0.0,-0.008381418883800507,-0.008497165516018867,0.03916438668966293,0.08081840723752975,0.0,0.0,0.0,1413.5870993000062
616,124,3,315392,1261056,0.0,0.0,-0.010908630676567554,-0.011670924723148346,0.029189515858888626,0.030845116823911667,0.0,0.0,0.0,1415.0110428000044
617,124,5,315904,1263616,0.0,0.0,-0.014478505589067936,-0.01565534621477127,0.028604159131646156,0.036674343049526215,0.0,0.0,0.0,1417.2508783000012
618,124,6,316416,1266688,0.0,0.0,-0.0158676914870739,-0.01662307418882847,0.04387098550796509,0.025675401091575623,0.0,0.0,0.0,1419.861545700005
619,124,4,316928,1268736,0.0,0.0,-0.013024548999965191,-0.013579676859080791,0.03476031497120857,0.023642681539058685,0.0,0.0,0.0,1421.723951
620,124,2,317440,1269760,0.0,0.0,-0.008353184908628464,-0.008283637464046478,0.03947259113192558,0.03446333482861519,0.0,0.0,0.0,1422.725978100003
621,125,4,317952,1271808,0.0,0.0,-0.012838088907301426,-0.013394022360444069,0.04413013905286789,0.03765473887324333,0.0,0.0,0.0,1424.2873599000013
622,125,2,318464,1272832,0.0,0.0,-0.008285819552838802,-0.008148299530148506,0.08218996226787567,0.07233636826276779,0.0,0.0,0.0,1425.233650000002
623,125,6,318976,1275904,0.0,0.0,-0.015780743211507797,-0.016605770215392113,0.035485707223415375,0.016809483990073204,0.0,0.0,0.0,1427.4235168000014
624,125,3,319488,1277440,0.0,0.0,-0.01086465921252966,-0.011613236740231514,0.048257093876600266,0.027611788362264633,0.0,0.0,0.0,1428.7376475000056
625,125,5,320000,1280000,0.0,0.0,-0.014281042851507664,-0.015524379909038544,0.030937833711504936,0.012327199801802635,0.0,0.0,0.0,1430.6836545000042
